WavFileName,canonical_word,decoded_word,label,start_time,end_time,span_dur,speech_dur,ctm_entry,canonical_phone_seq,EN_phone_seq_raw,EN_phone_seq_clean,frame_start,frame_end,n_frames,raw_logmax_min,raw_logmax_sum,raw_logmax_mean,temprature_logmax_min,temprature_logmax_sum,temprature_logmax_mean,raw_entropy_min,raw_entropy_sum,raw_entropy_mean,temprature_entropy_min,temprature_entropy_sum,temprature_entropy_mean,normalized_max_prob_min,normalized_max_prob_sum,normalized_max_prob_mean,entropy_gibbs_lin_min,entropy_gibbs_lin_sum,entropy_gibbs_lin_mean,entropy_gibbs_exp_min,entropy_gibbs_exp_sum,entropy_gibbs_exp_mean,entropy_tsallis_lin_min,entropy_tsallis_lin_sum,entropy_tsallis_lin_mean,entropy_tsallis_exp_min,entropy_tsallis_exp_sum,entropy_tsallis_exp_mean,entropy_renyi_lin_min,entropy_renyi_lin_sum,entropy_renyi_lin_mean,entropy_renyi_exp_min,entropy_renyi_exp_sum,entropy_renyi_exp_mean,costed_neglog,lev_dist,n_canon_phones,n_hyp_phones
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,long,अंग,s,0.96,1.17,0.21,0.21,अंग,L AO NG,HH *,HH,48,59,11,-1.0518507957458496,-2.0640182495117188,-0.1876380294561386,-1.9797734022140503,-11.284738540649414,-1.0258853435516357,0.0053788055665791035,4.098523139953613,0.3725930154323578,1.8639881610870361,29.008285522460938,2.6371169090270996,0.6246387362480164,10.232406616210938,0.9302187561988831,0.36975908279418945,5.949016571044922,0.5408197045326233,2.3533584680990316e-05,0.01690053381025791,0.001536412164568901,0.6013985276222229,8.642953872680664,0.785723090171814,0.00014253142580855638,0.3358536660671234,0.030532151460647583,0.2917752265930176,5.38681697845459,0.48971062898635864,0.045688603073358536,1.504404067993164,0.13676400482654572,15.960867808425718,3.0,3,1
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,long,long,c,1.17,1.56,0.39,0.39,long,L AO NG,* L AO NG *,L AO NG,58,78,20,-0.40803006291389465,-0.8434810042381287,-0.042174048721790314,-1.2303228378295898,-9.566102027893066,-0.4783051013946533,0.00017941341502591968,2.0620172023773193,0.10310085862874985,1.0726263523101807,34.2652473449707,1.7132623195648193,0.8425741791725159,19.67108726501465,0.9835543632507324,0.5373228788375854,14.490799903869629,0.7245399951934814,0.0004006778763141483,0.4511607885360718,0.02255803905427456,0.7806520462036133,18.055871963500977,0.9027935862541199,0.007647530175745487,3.8318777084350586,0.19159388542175293,0.46440589427948,13.680286407470703,0.6840143203735352,0.1092948392033577,6.209259986877441,0.310463011264801,0.0,0.0,3,3
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,ago,ago,c,1.56,2.01,0.45,0.45,ago,AH G OW,AH G OW *,AH G OW,78,101,23,-0.08314578980207443,-0.13077114522457123,-0.005685701966285706,-0.9992927312850952,-9.996973991394043,-0.43465104699134827,0.00040004056063480675,0.6117998361587524,0.02659999206662178,1.1938564777374268,40.263397216796875,1.7505824565887451,0.966605007648468,22.94732093811035,0.9977096319198608,0.5317249894142151,16.5839786529541,0.7210425734519958,0.0003644927928689867,0.411579430103302,0.01789475791156292,0.7905923128128052,20.855308532714844,0.9067525267601013,0.009537490084767342,4.171260833740234,0.1813591718673706,0.47702330350875854,15.81509017944336,0.6876125931739807,0.1158040463924408,7.045021057128906,0.30630525946617126,0.0,0.0,3,3
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,the,the,c,2.01,2.28,0.27,0.27,the,DH AH,* DH AH *,DH AH,100,114,14,-0.5702073574066162,-0.8659576177597046,-0.06185411661863327,-1.0559656620025635,-8.171602249145508,-0.5836858749389648,0.0004920277278870344,1.7577002048492432,0.1255500167608261,1.236472487449646,27.734086990356445,1.9810062646865845,0.784328818321228,13.665656089782715,0.976118266582489,0.5675393342971802,9.585112571716309,0.6846508979797363,0.0006678452482447028,0.15012727677822113,0.010723376646637917,0.8159998059272766,12.384921073913574,0.8846372365951538,0.016772205010056496,1.6514992713928223,0.1179642304778099,0.5115183591842651,8.931273460388184,0.6379480957984924,0.13529160618782043,3.488522529602051,0.24918018281459808,0.0,0.0,2,2
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,peacock,peacock,c,2.28,2.79,0.51,0.51,peacock,P IY K AO K,* P IY K AO K *,P IY K AO K,113,140,27,-0.7290427684783936,-1.810514211654663,-0.0670560821890831,-1.4988430738449097,-16.277305603027344,-0.6028631925582886,0.00043671729508787394,3.269843339920044,0.12110530585050583,1.19913649559021,54.78673553466797,2.0291383266448975,0.7295275926589966,26.310585021972656,0.97446608543396,0.505063533782959,18.334253311157227,0.6790463924407959,0.00023221947776619345,0.22049905359745026,0.008166631683707237,0.7316160202026367,23.77241325378418,0.880459725856781,0.0025726158637553453,2.851848840713501,0.10562402755022049,0.40808701515197754,17.006607055664062,0.6298743486404419,0.08378546684980392,6.45517635345459,0.23908060789108276,0.0,0.0,5,5
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,had,had,c,2.79,3.09,0.3,0.3,had,HH AE D,* HH AE D *,HH AE D,139,155,16,-0.6164393424987793,-0.7970502972602844,-0.049815643578767776,-1.0809811353683472,-7.844404697418213,-0.4902752935886383,0.00021351058967411518,1.510165810585022,0.09438536316156387,1.0230413675308228,27.96666717529297,1.7479166984558105,0.7681527733802795,15.695256233215332,0.9809535145759583,0.6017850637435913,11.593123435974121,0.7245702147483826,0.0011916117509827018,0.3161214292049408,0.0197575893253088,0.8318204283714294,14.45124340057373,0.9032027125358582,0.02383650653064251,2.763352394104004,0.17270952463150024,0.5348626375198364,10.867571830749512,0.6792232394218445,0.15001796185970306,4.7683796882629395,0.2980237305164337,0.0,0.0,3,3
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,a,a,c,3.09,3.21,0.12,0.12,a,AH,AH *,AH,154,161,7,-0.09404678642749786,-0.18628914654254913,-0.02661273442208767,-0.9207468628883362,-3.99700665473938,-0.5710009336471558,0.0009938636794686317,0.7261144518852234,0.10373063385486603,1.443882942199707,13.74489688873291,1.9635566473007202,0.9622780084609985,6.925074100494385,0.9892963171005249,0.5540493726730347,4.846614837646484,0.6923735737800598,0.0005316426977515221,0.06352701038122177,0.00907528679817915,0.808403491973877,6.205667972564697,0.8865240216255188,0.014167516492307186,0.7910269498825073,0.11300384998321533,0.5008423924446106,4.479735374450684,0.6399621963500977,0.12898308038711548,1.7327697277069092,0.24753853678703308,0.0,0.0,1,1
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,lovely,lovely,c,3.21,3.69,0.48,0.48,lovely,L AH V L IY,* L AH V L IY *,L AH V L IY,160,185,25,-0.5226664543151855,-0.9670495390892029,-0.03868198022246361,-1.3046461343765259,-13.448932647705078,-0.5379573106765747,0.0001988481089938432,2.581428050994873,0.10325711965560913,1.0073323249816895,46.50035095214844,1.8600140810012817,0.8011589646339417,24.622406005859375,0.9848962426185608,0.5135393738746643,17.579999923706055,0.7031999826431274,0.0002680051838979125,0.4073679447174072,0.01629471778869629,0.761142373085022,22.289867401123047,0.8915947079658508,0.004957620054483414,3.7872958183288574,0.15149183571338654,0.44089674949645996,16.43792152404785,0.6575168371200562,0.09797432273626328,6.91441011428833,0.2765763998031616,0.0,0.0,5,5
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,voice,voice,c,3.69,4.14,0.45,0.45,voice,V OY S,* W OY Z *,W OY Z,184,207,23,-0.5949032306671143,-1.1140364408493042,-0.04843636602163315,-1.3120558261871338,-12.801482200622559,-0.5565862059593201,0.00045915288501419127,2.532985210418701,0.11012978851795197,1.2229204177856445,44.146324157714844,1.9194053411483765,0.7756646871566772,22.568641662597656,0.9812452793121338,0.5262620449066162,15.961996078491211,0.6939998269081116,0.0003323323908261955,0.2792116105556488,0.012139635160565376,0.7681889533996582,20.427234649658203,0.8881406188011169,0.005797828081995249,3.0603697299957275,0.1330595463514328,0.4492059350013733,14.911641120910645,0.6483322381973267,0.10185962170362473,6.033397197723389,0.2623216211795807,4.366691608659984,2.0,3,3
aa_3-a-1_kv_kv-no1-gorakhpur_06082025-000000-1_EN-OL-RC-235_1,and,and,c,4.14,4.38,0.24,0.24,and,AE N D,* AE N D *,AE N D,206,219,13,-0.04401683434844017,-0.09349185973405838,-0.007191681303083897,-0.7390576004981995,-5.873727798461914,-0.45182520151138306,0.00011381717922631651,0.49368929862976074,0.03797610104084015,0.8910008072853088,22.73460578918457,1.7488157749176025,0.9822344779968262,12.962175369262695,0.9970903992652893,0.5979694128036499,9.424915313720703,0.7249934673309326,0.0011171657824888825,0.2768295407295227,0.02129458077251911,0.8456730842590332,11.789019584655762,0.9068476557731628,0.03242698311805725,2.2769010066986084,0.17514623701572418,0.5566725730895996,8.904003143310547,0.6849232912063599,0.16501803696155548,3.9325835704803467,0.3025064170360565,0.0,0.0,3,3
