utterance_id,canonical_word,GT_decoded_word,GT_label,start_time,end_time,canonical_phone_seq,GT_wav2vec_phone_seq_clean,MT_decoded_costed_neglog,HI_phone_seq_raw,HI_phone_seq_clean,frame_start,frame_end,n_frames,raw_logmax_min,raw_logmax_sum,raw_logmax_mean,temprature_logmax_min,temprature_logmax_sum,temprature_logmax_mean,raw_entropy_min,raw_entropy_sum,raw_entropy_mean,temprature_entropy_min,temprature_entropy_sum,temprature_entropy_mean,normalized_max_prob_min,normalized_max_prob_sum,normalized_max_prob_mean,entropy_gibbs_lin_min,entropy_gibbs_lin_sum,entropy_gibbs_lin_mean,entropy_gibbs_exp_min,entropy_gibbs_exp_sum,entropy_gibbs_exp_mean,entropy_tsallis_lin_min,entropy_tsallis_lin_sum,entropy_tsallis_lin_mean,entropy_tsallis_exp_min,entropy_tsallis_exp_sum,entropy_tsallis_exp_mean,entropy_renyi_lin_min,entropy_renyi_lin_sum,entropy_renyi_lin_mean,entropy_renyi_exp_min,entropy_renyi_exp_sum,entropy_renyi_exp_mean,costed_neglog,lev_dist,n_canon_phones,n_hyp_phones
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,2.34,2.67,ee k,ee k,0.0,ee k *,ee k,116,134,18,-0.7566273212432861,-0.8162190914154053,-0.045345503836870193,-1.2358338832855225,-4.908217430114746,-0.2726787328720093,3.303252378827892e-05,1.2571076154708862,0.06983931362628937,0.5381799936294556,19.913532257080078,1.1063073873519897,0.7303694486618042,17.70722198486328,0.9837345480918884,0.7270867824554443,15.462196350097656,0.8590109348297119,0.002678625052794814,1.5264440774917603,0.08480244874954224,0.8539305329322815,17.18627166748047,0.954792857170105,0.01922936737537384,6.787027835845947,0.37705710530281067,0.5496876239776611,14.443340301513672,0.8024078011512756,0.14493492245674133,8.423567771911621,0.4679759740829468,0.0,0.0,2,2
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,राजा,राजा,c,2.67,3.15,r AA j AA,r AA j AA,0.0,* r AA j AA *,r AA j AA,133,158,25,-0.43829643726348877,-0.8163560032844543,-0.03265424072742462,-0.7927908301353455,-7.88163423538208,-0.31526535749435425,2.3580701963510364e-05,1.848636269569397,0.07394544780254364,0.5515635013580322,31.231107711791992,1.2492443323135376,0.8376298546791077,24.692310333251953,0.9876924157142639,0.7538663744926453,21.055444717407227,0.8422178030014038,0.004789580125361681,1.654327154159546,0.06617308408021927,0.9022092223167419,23.71648406982422,0.948659360408783,0.0709817111492157,7.917639255523682,0.316705584526062,0.6425082087516785,19.46208381652832,0.7784833312034607,0.21954621374607086,10.567538261413574,0.42270153760910034,0.0,0.0,4,4
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,था,था,c,3.15,3.42,th AA,th AA,0.0,th AA,th AA,157,171,14,-0.07693524658679962,-0.09940468519926071,-0.007100334856659174,-0.6255236864089966,-3.5351226329803467,-0.2525087594985962,1.272979352506809e-05,0.3962042033672333,0.028300300240516663,0.49077582359313965,15.635881423950195,1.1168487071990967,0.9701963067054749,13.96142292022705,0.9972444772720337,0.7265490293502808,12.002679824829102,0.8573342561721802,0.0026475456543266773,1.1331039667129517,0.080935999751091,0.9052159786224365,13.384807586669922,0.9560576677322388,0.07699643820524216,5.168862819671631,0.36920449137687683,0.6492623090744019,11.239185333251953,0.8027989268302917,0.2261580228805542,6.4921979904174805,0.4637284278869629,0.0,0.0,2,2
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,उसका,उसका,c,3.42,4.02,uu s aa k AA,uu s aa k AA,0.0,* uu s aa k AA *,uu s aa k AA,171,201,30,-0.7514902949333191,-2.0257620811462402,-0.06752540171146393,-1.2989462614059448,-11.191239356994629,-0.3730413019657135,1.3985514669911936e-05,3.562810182571411,0.11876033991575241,0.46791771054267883,39.719383239746094,1.3239794969558716,0.7320334315299988,29.25455665588379,0.9751518964767456,0.6986427307128906,24.96383285522461,0.8321277499198914,0.0014449022710323334,1.9901690483093262,0.06633897125720978,0.8371441960334778,28.247997283935547,0.9415999054908752,0.012211188673973083,9.07187271118164,0.302395761013031,0.5227325558662415,22.881956100463867,0.7627318501472473,0.12805473804473877,12.227447509765625,0.4075815975666046,0.0,0.0,5,5
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,4.02,4.35,ee k,ee k,0.0,* ee k *,ee k,200,218,18,-0.6883914470672607,-1.1013410091400146,-0.06118561327457428,-1.0333106517791748,-6.056547164916992,-0.33647483587265015,3.2863925298443064e-05,1.834322452545166,0.10190680623054504,0.5179017782211304,22.232402801513672,1.2351335287094116,0.7526479363441467,17.596595764160156,0.9775886535644531,0.7381150722503662,15.224346160888672,0.8457970023155212,0.0034028925001621246,1.3650580644607544,0.07583656162023544,0.8645453453063965,17.05735969543457,0.9476311206817627,0.02562527172267437,5.88730525970459,0.32707250118255615,0.567955732345581,14.018449783325195,0.778802752494812,0.15747655928134918,7.726548194885254,0.4292526841163635,0.0,0.0,2,2
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,बडा,बडा,c,4.35,4.74,b aa D AA,b aa D AA,0.0,b aa D AA,b aa D AA,217,237,20,-0.016887905076146126,-0.038710564374923706,-0.0019355282420292497,-0.5663338899612427,-4.609718322753906,-0.2304859161376953,2.006923568842467e-05,0.24096009135246277,0.012048004195094109,0.5270516872406006,21.02892303466797,1.0514461994171143,0.9934086203575134,19.984878540039062,0.9992439150810242,0.7300765514373779,17.29824447631836,0.864912211894989,0.002858174266293645,1.9506497383117676,0.0975324884057045,0.9031247496604919,19.180959701538086,0.9590479731559753,0.0727616399526596,8.012892723083496,0.4006446301937103,0.644550085067749,16.284835815429688,0.8142417669296265,0.2215258926153183,9.768510818481445,0.4884255528450012,0.0,0.0,4,4
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,सा,सा,c,4.74,5.16,s AA,s AA,0.0,* s AA *,s AA,237,258,21,-0.014589784666895866,-0.03634607046842575,-0.0017307652160525322,-0.5947922468185425,-5.392597198486328,-0.2567903399467468,1.3054496776021551e-05,0.22443707287311554,0.010687479749321938,0.4756273329257965,24.858867645263672,1.18375563621521,0.9943040013313293,20.98579978942871,0.9993237853050232,0.6984056234359741,17.792497634887695,0.8472617864608765,0.0014374878956004977,1.6140776872634888,0.07686084508895874,0.8931540250778198,20.020902633666992,0.953376293182373,0.05556043982505798,7.4707231521606445,0.35574871301651,0.6229718923568726,16.697078704833984,0.7950989603996277,0.20141538977622986,9.505391120910645,0.4526376724243164,0.0,0.0,2,2
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,राज्य,राज्य,c,5.52,6.03,r AA j y,r AA j y,0.0,r AA j y *,r AA j y,276,302,26,-0.6589689254760742,-2.159667491912842,-0.08306413143873215,-1.159044861793518,-9.167677879333496,-0.3526029884815216,2.0559144104481675e-05,3.3606269359588623,0.12925487756729126,0.5140619874000549,31.576650619506836,1.2144865989685059,0.7623721361160278,25.20832633972168,0.9695510268211365,0.7021541595458984,21.941675186157227,0.8439105749130249,0.0015593095449730754,2.129319190979004,0.08189689368009567,0.8511366248130798,24.593181610107422,0.9458916187286377,0.01782963052392006,8.9440279006958,0.34400108456611633,0.5450443029403687,20.244579315185547,0.7786376476287842,0.14189326763153076,11.421967506408691,0.43930643796920776,0.0,0.0,4,4
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,था,था,c,6.03,6.3,th AA,th AA,0.0,* th AA *,th AA,301,315,14,-0.09146468341350555,-0.21858197450637817,-0.01561299804598093,-0.6939173340797424,-5.243493556976318,-0.3745352625846863,1.8136752260033973e-05,0.817650318145752,0.05840359255671501,0.5226415991783142,20.506195068359375,1.4647282361984253,0.9646318554878235,13.915324211120605,0.9939517378807068,0.6989496946334839,11.424596786499023,0.8160426020622253,0.0014545595040544868,0.6705815196037292,0.047898679971694946,0.8902643918991089,13.126419067382812,0.9376013875007629,0.05138280242681503,3.5723719596862793,0.25516942143440247,0.6169753074645996,10.43991756439209,0.7457084059715271,0.19613388180732727,5.2054643630981445,0.371818870306015,0.0,0.0,2,2
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,6.3,6.6,ee k,ee k,0.0,ee k *,ee k,315,330,15,-0.38244977593421936,-1.3466837406158447,-0.08977891504764557,-1.2813307046890259,-11.489891052246094,-0.7659927606582642,0.0021036029793322086,3.6760809421539307,0.24507206678390503,1.406280755996704,33.21376419067383,2.2142510414123535,0.8573431372642517,14.490138053894043,0.9660091996192932,0.6024961471557617,10.661678314208984,0.710778534412384,0.00017934864445123821,0.09932870417833328,0.006621913518756628,0.7914199829101562,13.125349044799805,0.8750232458114624,0.0035447615664452314,1.1775277853012085,0.07850185036659241,0.4589090943336487,9.044614791870117,0.6029742956161499,0.09476225078105927,3.05673885345459,0.2037825882434845,0.0,0.0,2,2
