utterance_id,canonical_word,GT_decoded_word,GT_label,start_time,end_time,canonical_phone_seq,GT_wav2vec_phone_seq_clean,MT_decoded_costed_neglog,HI_phone_seq_raw,HI_phone_seq_clean,frame_start,frame_end,n_frames,raw_logmax_min,raw_logmax_sum,raw_logmax_mean,temprature_logmax_min,temprature_logmax_sum,temprature_logmax_mean,raw_entropy_min,raw_entropy_sum,raw_entropy_mean,temprature_entropy_min,temprature_entropy_sum,temprature_entropy_mean,normalized_max_prob_min,normalized_max_prob_sum,normalized_max_prob_mean,entropy_gibbs_lin_min,entropy_gibbs_lin_sum,entropy_gibbs_lin_mean,entropy_gibbs_exp_min,entropy_gibbs_exp_sum,entropy_gibbs_exp_mean,entropy_tsallis_lin_min,entropy_tsallis_lin_sum,entropy_tsallis_lin_mean,entropy_tsallis_exp_min,entropy_tsallis_exp_sum,entropy_tsallis_exp_mean,entropy_renyi_lin_min,entropy_renyi_lin_sum,entropy_renyi_lin_mean,entropy_renyi_exp_min,entropy_renyi_exp_sum,entropy_renyi_exp_mean,costed_neglog,lev_dist,n_canon_phones,n_hyp_phones,miscue_prob,miscue_label
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,2.34,2.67,ee k,ee k,0.0,ee k *,ee k,116.0,134.0,18.0,-0.7566273212432861,-0.8162190914154053,-0.0453455038368701,-1.2358338832855225,-4.908217430114746,-0.2726787328720093,3.303252378827892e-05,1.2571076154708862,0.0698393136262893,0.5381799936294556,19.91353225708008,1.1063073873519895,0.7303694486618042,17.70722198486328,0.9837345480918884,0.7270867824554443,15.462196350097656,0.8590109348297119,0.0026786250527948,1.5264440774917605,0.0848024487495422,0.8539305329322815,17.18627166748047,0.954792857170105,0.0192293673753738,6.787027835845947,0.3770571053028106,0.5496876239776611,14.443340301513672,0.8024078011512756,0.1449349224567413,8.423567771911621,0.4679759740829468,0.0,0.0,2.0,2.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,राजा,राजा,c,2.67,3.15,r AA j AA,r AA j AA,0.0,* r AA j AA *,r AA j AA,133.0,158.0,25.0,-0.4382964372634887,-0.8163560032844543,-0.0326542407274246,-0.7927908301353455,-7.88163423538208,-0.3152653574943542,2.3580701963510364e-05,1.848636269569397,0.0739454478025436,0.5515635013580322,31.231107711791992,1.2492443323135376,0.8376298546791077,24.692310333251957,0.987692415714264,0.7538663744926453,21.055444717407227,0.8422178030014038,0.0047895801253616,1.654327154159546,0.0661730840802192,0.902209222316742,23.71648406982422,0.948659360408783,0.0709817111492157,7.917639255523682,0.316705584526062,0.6425082087516785,19.46208381652832,0.7784833312034607,0.2195462137460708,10.567538261413574,0.4227015376091003,0.0,0.0,4.0,4.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,था,था,c,3.15,3.42,th AA,th AA,0.0,th AA,th AA,157.0,171.0,14.0,-0.0769352465867996,-0.0994046851992607,-0.0071003348566591,-0.6255236864089966,-3.5351226329803467,-0.2525087594985962,1.272979352506809e-05,0.3962042033672333,0.0283003002405166,0.4907758235931396,15.635881423950195,1.116848707199097,0.9701963067054749,13.96142292022705,0.9972444772720336,0.7265490293502808,12.002679824829102,0.8573342561721802,0.0026475456543266,1.1331039667129517,0.080935999751091,0.9052159786224364,13.384807586669922,0.9560576677322388,0.0769964382052421,5.168862819671631,0.3692044913768768,0.6492623090744019,11.239185333251951,0.8027989268302917,0.2261580228805542,6.4921979904174805,0.4637284278869629,0.0,0.0,2.0,2.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,उसका,उसका,c,3.42,4.02,uu s aa k AA,uu s aa k AA,0.0,* uu s aa k AA *,uu s aa k AA,171.0,201.0,30.0,-0.7514902949333191,-2.02576208114624,-0.0675254017114639,-1.2989462614059448,-11.191239356994627,-0.3730413019657135,1.3985514669911936e-05,3.562810182571411,0.1187603399157524,0.4679177105426788,39.719383239746094,1.3239794969558716,0.7320334315299988,29.25455665588379,0.9751518964767456,0.6986427307128906,24.96383285522461,0.8321277499198914,0.0014449022710323,1.9901690483093264,0.0663389712572097,0.8371441960334778,28.247997283935547,0.9415999054908752,0.012211188673973,9.07187271118164,0.302395761013031,0.5227325558662415,22.881956100463867,0.7627318501472473,0.1280547380447387,12.227447509765623,0.4075815975666046,0.0,0.0,5.0,5.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,4.02,4.35,ee k,ee k,0.0,* ee k *,ee k,200.0,218.0,18.0,-0.6883914470672607,-1.1013410091400146,-0.0611856132745742,-1.0333106517791748,-6.056547164916992,-0.3364748358726501,3.2863925298443064e-05,1.834322452545166,0.101906806230545,0.5179017782211304,22.232402801513672,1.2351335287094116,0.7526479363441467,17.596595764160156,0.9775886535644532,0.7381150722503662,15.224346160888672,0.8457970023155212,0.0034028925001621,1.3650580644607544,0.0758365616202354,0.8645453453063965,17.05735969543457,0.9476311206817628,0.0256252717226743,5.88730525970459,0.3270725011825561,0.567955732345581,14.018449783325195,0.778802752494812,0.1574765592813491,7.726548194885254,0.4292526841163635,0.0,0.0,2.0,2.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,बडा,बडा,c,4.35,4.74,b aa D AA,b aa D AA,0.0,b aa D AA,b aa D AA,217.0,237.0,20.0,-0.0168879050761461,-0.0387105643749237,-0.0019355282420292,-0.5663338899612427,-4.609718322753906,-0.2304859161376953,2.006923568842467e-05,0.2409600913524627,0.0120480041950941,0.5270516872406006,21.02892303466797,1.0514461994171145,0.9934086203575134,19.984878540039062,0.9992439150810242,0.7300765514373779,17.29824447631836,0.864912211894989,0.0028581742662936,1.950649738311768,0.0975324884057045,0.903124749660492,19.18095970153809,0.9590479731559752,0.0727616399526596,8.012892723083496,0.4006446301937103,0.644550085067749,16.284835815429688,0.8142417669296265,0.2215258926153183,9.768510818481444,0.4884255528450012,0.0,0.0,4.0,4.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,सा,सा,c,4.74,5.16,s AA,s AA,0.0,* s AA *,s AA,237.0,258.0,21.0,-0.0145897846668958,-0.0363460704684257,-0.0017307652160525,-0.5947922468185425,-5.392597198486328,-0.2567903399467468,1.3054496776021551e-05,0.2244370728731155,0.0106874797493219,0.4756273329257965,24.858867645263672,1.18375563621521,0.9943040013313292,20.98579978942871,0.9993237853050232,0.6984056234359741,17.792497634887695,0.8472617864608765,0.0014374878956004,1.6140776872634888,0.0768608450889587,0.8931540250778198,20.020902633666992,0.953376293182373,0.0555604398250579,7.470723152160644,0.35574871301651,0.6229718923568726,16.697078704833984,0.7950989603996277,0.2014153897762298,9.505391120910645,0.4526376724243164,0.0,0.0,2.0,2.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,राज्य,राज्य,c,5.52,6.03,r AA j y,r AA j y,0.0,r AA j y *,r AA j y,276.0,302.0,26.0,-0.6589689254760742,-2.159667491912842,-0.0830641314387321,-1.159044861793518,-9.167677879333496,-0.3526029884815216,2.0559144104481675e-05,3.3606269359588623,0.1292548775672912,0.5140619874000549,31.57665061950684,1.214486598968506,0.7623721361160278,25.20832633972168,0.9695510268211364,0.7021541595458984,21.941675186157227,0.8439105749130249,0.001559309544973,2.129319190979004,0.0818968936800956,0.8511366248130798,24.593181610107425,0.9458916187286376,0.01782963052392,8.9440279006958,0.3440010845661163,0.5450443029403687,20.244579315185547,0.7786376476287842,0.1418932676315307,11.421967506408691,0.4393064379692077,0.0,0.0,4.0,4.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,था,था,c,6.03,6.3,th AA,th AA,0.0,* th AA *,th AA,301.0,315.0,14.0,-0.0914646834135055,-0.2185819745063781,-0.0156129980459809,-0.6939173340797424,-5.243493556976318,-0.3745352625846863,1.8136752260033973e-05,0.817650318145752,0.058403592556715,0.5226415991783142,20.50619506835937,1.4647282361984253,0.9646318554878236,13.915324211120604,0.9939517378807068,0.6989496946334839,11.424596786499023,0.8160426020622253,0.0014545595040544,0.6705815196037292,0.0478986799716949,0.8902643918991089,13.126419067382812,0.9376013875007628,0.051382802426815,3.5723719596862797,0.2551694214344024,0.6169753074645996,10.43991756439209,0.7457084059715271,0.1961338818073272,5.2054643630981445,0.371818870306015,0.0,0.0,2.0,2.0,0.2670172112053638,0
/home/daplab/30006664/kv_allindia_dec2023/audios/vr_3-c-18_kv_kv-no2-eklinggarh-udaipur_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,6.3,6.6,ee k,ee k,0.0,ee k *,ee k,315.0,330.0,15.0,-0.3824497759342193,-1.3466837406158447,-0.0897789150476455,-1.281330704689026,-11.489891052246094,-0.7659927606582642,0.0021036029793322,3.67608094215393,0.245072066783905,1.406280755996704,33.21376419067383,2.214251041412353,0.8573431372642517,14.490138053894045,0.9660091996192932,0.6024961471557617,10.661678314208984,0.710778534412384,0.0001793486444512,0.0993287041783332,0.0066219135187566,0.7914199829101562,13.125349044799805,0.8750232458114624,0.0035447615664452,1.1775277853012085,0.0785018503665924,0.4589090943336487,9.044614791870115,0.6029742956161499,0.0947622507810592,3.05673885345459,0.2037825882434845,0.0,0.0,2.0,2.0,0.2670172112053638,0
